时间,阶段,velocity_3h,velocity_6h,velocity_12h
2024-01-01 16:40:00,1,-0.2240217979090208,-0.01367986639034971,0.32048210611010364
2024-01-01 16:50:00,1,-0.2240217979090208,-0.01367986639034971,0.32048210611010364
2024-01-01 17:00:00,1,-0.2240217979090208,-0.01367986639034971,0.32048210611010364
2024-01-01 17:10:00,1,-0.2240217979090208,-0.01367986639034971,0.32048210611010364
2024-01-01 17:20:00,1,-0.2240217979090208,-0.01367986639034971,0.32048210611010364
2024-01-01 17:30:00,1,-0.2240217979090208,-0.01367986639034971,0.32048210611010364
2024-01-01 17:40:00,1,-0.2240217979090208,-0.01367986639034971,0.32048210611010364
2024-01-01 17:50:00,1,-0.2240217979090208,-0.01367986639034971,0.32048210611010364
2024-01-01 18:00:00,1,-0.2240217979090208,-0.01367986639034971,0.32048210611010364
2024-01-01 18:10:00,1,-0.2191607628131405,-0.01367986639034971,0.32048210611010364
2024-01-01 18:20:00,1,-0.2142997277172602,-0.01367986639034971,0.32048210611010364
2024-01-01 18:30:00,1,-0.2135420232508696,-0.01367986639034971,0.32048210611010364
2024-01-01 18:40:00,1,-0.212784318784479,-0.01367986639034971,0.32048210611010364
2024-01-01 18:50:00,1,-0.20871164218675464,-0.01367986639034971,0.32048210611010364
2024-01-01 19:00:00,1,-0.2046389655890303,-0.01367986639034971,0.32048210611010364
2024-01-01 19:10:00,1,-0.1982314522375356,-0.01367986639034971,0.32048210611010364
2024-01-01 19:20:00,1,-0.1918239388860409,-0.01367986639034971,0.32048210611010364
2024-01-01 19:30:00,1,-0.01367986639034971,-0.01367986639034971,0.32048210611010364
2024-01-01 19:40:00,1,0.22256499596517432,0.1644642061053415,0.32048210611010364
2024-01-01 19:50:00,1,0.2740169158709467,0.21591612601111382,0.32048210611010364
2024-01-01 20:00:00,1,0.2740169158709467,0.1644642061053415,0.32048210611010364
2024-01-01 20:10:00,1,0.30222481700185805,0.21591612601111382,0.32048210611010364
2024-01-01 20:20:00,1,0.3249157830399511,0.2673680459168862,0.32048210611010364
2024-01-01 20:30:00,1,0.3249157830399511,0.2408222850734199,0.32048210611010364
2024-01-01 20:40:00,1,0.3249157830399511,0.2673680459168862,0.32048210611010364
2024-01-01 20:50:00,1,0.32804322019849264,0.2740169158709467,0.32048210611010364
2024-01-01 21:00:00,1,0.3300387224957919,0.2806657858250072,0.32048210611010364
2024-01-01 21:10:00,1,0.3302584132227056,0.29892307493325276,0.32048210611010364
2024-01-01 21:20:00,1,0.3300387224957919,0.2806657858250072,0.32048210611010364
2024-01-01 21:30:00,1,0.3300387224957919,0.29892307493325276,0.32048210611010364
2024-01-01 21:40:00,1,0.3300387224957919,0.3171803640414983,0.32048210611010364
2024-01-01 21:50:00,1,0.3300387224957919,0.32048210611010364,0.32048210611010364
2024-01-01 22:00:00,1,0.3302584132227056,0.3237838481787089,0.32048210611010364
2024-01-01 22:10:00,1,0.3332287412080943,0.3249157830399511,0.32048210611010364
2024-01-01 22:20:00,1,0.3332287412080943,0.3237838481787089,0.32048210611010364
2024-01-01 22:30:00,1,0.3332287412080943,0.32048210611010364,0.32048210611010364
2024-01-01 22:40:00,1,0.3332287412080943,0.3249157830399511,0.3237838481787089
2024-01-01 22:50:00,1,0.3332287412080943,0.3249157830399511,0.32048210611010364
2024-01-01 23:00:00,1,0.3332287412080943,0.3249157830399511,0.3171803640414983
2024-01-01 23:10:00,1,0.3332287412080943,0.3249157830399511,0.3060392999386911
2024-01-01 23:20:00,1,0.3258736616371797,0.3249157830399511,0.3171803640414983
2024-01-01 23:30:00,1,0.3258736616371797,0.3249157830399511,0.31847946469587246
2024-01-01 23:40:00,1,0.3258736616371797,0.3249157830399511,0.3171803640414983
2024-01-01 23:50:00,1,0.32052389233749334,0.3249157830399511,0.31847946469587246
2024-01-02 00:00:00,1,0.3197785653502466,0.3249157830399511,0.3171803640414983
2024-01-02 00:10:00,1,0.3131296953961861,0.32365846861296665,0.31183059474181196
2024-01-02 00:20:00,1,0.3131296953961861,0.32052389233749334,0.3064808254421256
2024-01-02 00:30:00,1,0.3006895306390048,0.3197785653502466,0.3006895306390048
2024-01-02 00:40:00,1,0.2875040388945767,0.31847946469587246,0.2948982358358839
2024-01-02 00:50:00,1,0.2760371653555451,0.31183059474181196,0.2877820108304455
2024-01-02 01:00:00,1,0.26842640650707095,0.3006895306390048,0.2806657858250072
2024-01-02 01:10:00,1,0.2656336512435678,0.2877820108304455,0.28038781388913836
2024-01-02 01:20:00,1,0.2648883242563211,0.2877820108304455,0.2801098419532695
2024-01-02 01:30:00,1,0.2506112104463101,0.2875040388945767,0.2760371653555451
2024-01-02 01:40:00,1,0.2328212763894424,0.2760371653555451,0.2719644887578208
2024-01-02 01:50:00,1,0.2328212763894424,0.2760371653555451,0.2696662673373535
2024-01-02 02:00:00,1,0.2219142592012786,0.2760371653555451,0.2673680459168862
2024-01-02 02:10:00,1,0.2219142592012786,0.26917173349431767,0.26687351207385035
2024-01-02 02:20:00,1,0.21251475198874298,0.2656336512435678,0.2663789782308145
2024-01-02 02:30:00,1,0.2105094417175146,0.2656336512435678,0.2656336512435678
2024-01-02 02:40:00,1,0.20976411473026796,0.2648883242563211,0.2648883242563211
2024-01-02 02:50:00,1,0.2090187877430213,0.25902689929453526,0.2648883242563211
2024-01-02 03:00:00,1,0.2090187877430213,0.2447497854845242,0.2648883242563211
2024-01-02 03:10:00,1,0.2035347742553517,0.2328212763894424,0.25902689929453526
2024-01-02 03:20:00,1,0.19688590430129121,0.2219142592012786,0.2531654743327494
2024-01-02 03:30:00,1,0.1957210478349003,0.21251475198874298,0.2447497854845242
2024-01-02 03:40:00,1,0.1895940691840748,0.2105094417175146,0.236334096636299
2024-01-02 03:50:00,1,0.1834670905332493,0.20976411473026796,0.2328212763894424
2024-01-02 04:00:00,1,0.16389133893763497,0.2090187877430213,0.2293084561425858
2024-01-02 04:10:00,1,0.1367018976682316,0.2035347742553517,0.2219142592012786
2024-01-02 04:20:00,1,0.1136127658411912,0.19688590430129121,0.2145200622599714
2024-01-02 04:30:00,1,0.07328030782554334,0.1957210478349003,0.2143982932449625
2024-01-02 04:40:00,1,0.045245820864367,0.1895940691840748,0.2143982932449625
2024-01-02 04:50:00,1,0.0420683497655871,0.1895940691840748,0.2143982932449625
2024-01-02 05:00:00,1,0.03467415282427995,0.1834670905332493,0.2143982932449625
2024-01-02 05:10:00,1,0.00510084633515295,0.1834670905332493,0.2143982932449625
